"","...1","Unnamed: 0","bill number","subjects","summary","policy_area","latest_action","cosponsor_D_perc","cosponsor_R_perc"
"533",237,237,99,"{'legislativeSubjects': [{'name': 'Appropriations'}, {'name': 'Coal'}, {'name': 'Employee benefits and pensions'}, {'name': 'Executive agency funding and structure'}, {'name': 'Health care costs and insurance'}, {'name': 'Mining'}], 'policyArea': {'name': 'Economics and Public Finance'}}","(This measure has not been amended since it was introduced. The summary of that version is repeated here.) This joint resolution amends the Continuing Appropriations Act, 2017 to provide continuing FY2017 appropriations for most federal agencies through the earlier of May 5, 2017, or the enactment of the applicable appropriations legislation.  It is commonly referred to as a continuing resolution (CR) and prevents a partial government shutdown that would otherwise occur after the existing CR expires on April 28, 2017, because 11 of the 12 FY2017 regular appropriations bills that fund the federal government have not been enacted. (The Military Construction, Veterans Affairs, and Related Agencies Appropriations Act, 2017 was signed into law on September 29, 2016.)  The CR also amends the Surface Mining Control and Reclamation Act of 1977 to extend through May 5, 2017, a provision that provides health care benefits for certain retired miners and their families. ","Economics and Public Finance",2017-04-28,0,0
"534",238,238,544,"{'legislativeSubjects': [{'name': 'Disability and paralysis'}, {'name': 'Health care coverage and access'}, {'name': 'Health information and medical records'}, {'name': 'Hospital care'}, {'name': ""Veterans' medical care""}], 'policyArea': {'name': 'Armed Forces and National Security'}}","(This measure has not been amended since it was introduced. The expanded summary of the Senate passed version is repeated here.) (Sec. 1) This bill amends the Veterans Access, Choice, and Accountability Act of 2014 to eliminate the August 7, 2017, sunset date for the Veterans Choice Program, thus allowing the program to operate until all of the money in the Veterans Choice Fund is expended.  (Sec. 2) The bill makes the Department of Veterans Affairs (VA) the primary payer (currently the VA is the secondary payer) for medical care relating to non-service connected disabilities and recovery of costs from third parties for certain care under the program. (Sec. 3) The VA may share medical information with a non-VA entity (including private entities and other federal agencies) that provides veterans with authorized hospital care or medical services. Such entity may not redisclose or use such information for a purpose other than that for which the disclosure was made.","Armed Forces and National Security",2017-04-19,0.6,0.4
"535",239,239,36,"{'legislativeSubjects': [{'name': 'Federal officials'}, {'name': 'Museums, exhibitions, cultural centers'}, {'name': 'Smithsonian Institution'}], 'policyArea': {'name': 'Government Operations and Politics'}}","(This measure has not been amended since it was introduced. The summary of that version is repeated here.) This joint resolution appoints Roger W. Ferguson as a citizen regent of the Board of Regents of the Smithsonian Institution. ","Government Operations and Politics",2017-04-19,0.5,0.5
"536",241,241,30,"{'legislativeSubjects': [{'name': 'Federal officials'}, {'name': 'Museums, exhibitions, cultural centers'}, {'name': 'Smithsonian Institution'}], 'policyArea': {'name': 'Government Operations and Politics'}}","(This measure has not been amended since it was introduced. The summary of that version is repeated here.) This joint resolution reappoints Steve Case as a citizen regent of the Board of Regents of the Smithsonian Institution. ","Government Operations and Politics",2017-04-19,0.5,0.5
"537",242,242,353,"{'legislativeSubjects': [{'name': 'Advisory bodies'}, {'name': 'Atmospheric science and weather'}, {'name': 'Computers and information technology'}, {'name': 'Emergency communications systems'}, {'name': 'Executive Office of the President'}, {'name': 'Executive agency funding and structure'}, {'name': 'Government information and archives'}, {'name': 'Natural disasters'}, {'name': 'Public contracts and procurement'}, {'name': 'Research administration and funding'}, {'name': 'Research and development'}, {'name': 'Spacecraft and satellites'}, {'name': 'Student aid and college costs'}, {'name': 'Technology transfer and commercialization'}], 'policyArea': {'name': 'Science, Technology, Communications'}}","(This measure has not been amended since it was passed by the Senate on March 29, 2017. The summary of that version is repeated here.) Weather Research and Forecasting Innovation Act of 2017 TITLE I--UNITED STATES WEATHER RESEARCH AND FORECASTING IMPROVEMENT (Sec.	101)	This bill requires the National Oceanic and Atmospheric Administration (NOAA) to prioritize weather research to improve weather data, modeling, computing, forecasts, and warnings for the protection of life and property and the enhancement of the national economy. (Sec. 102) NOAA's Office of Oceanic and Atmospheric Research (OAR) must conduct a program to develop an improved understanding of forecast capabilities for atmospheric events and their impacts, with priority given to the development of more accurate, timely, and effective warnings and forecasts of high impact weather events that endanger life and property. In carrying out the program, the OAR must collaborate with and support the nonfederal weather research community by making funds available through competitive grants, contracts, and cooperative agreements. Congress urges that at least 30% of the funds authorized for research and development be made available for this purpose. (Sec.	103)	NOAA must establish a tornado warning improvement and extension program to reduce the loss of life and economic losses from tornadoes through the development and extension of accurate, effective, and timely tornado forecasts, predictions, and warnings, including the prediction of tornadoes beyond one hour in advance. (Sec.	104)	In collaboration with the U.S. weather industry and appropriate academic entities, and through the National Weather Service (NWS), NOAA must plan and maintain a project to improve hurricane forecasting, including:  the prediction of rapid intensification and track of hurricanes, the forecast and communication of storm surges from hurricanes, and risk communication research to create more effective watch and warning products.   (Sec.	105)	The OAR must issue a research and development and research to operations plan to restore and maintain U.S. leadership in numerical weather prediction (processing weather data with computer models) and forecasting.  (Sec.	106)	NOAA must: (1) prioritize observation data requirements necessary to ensure weather forecasting capabilities to protect life and property to the maximum extent practicable; (2) evaluate observing systems, data, and information needed to meet those requirements; (3) identify data gaps in observing capabilities; and (4) determine a range of options to address those gaps. (Sec.	107)	The OAR must undertake Observing System Simulation Experiments (OSSE) to assess the value and benefits of observing capabilities and systems.  OSSEs must be conducted before: (1) acquisition of major government-owned or government-leased operational observing systems with a lifecycle cost of more than $500 million, and (2) purchase of any major new commercially provided data with a lifecycle cost of more than $500 million.   The OAR must complete an OSSE to assess the value of data from Global Navigation Satellite System Radio Occultation and from a geostationary hyperspectral sounder global constellation. (Sec.	108)	The bill requires an annual report on NOAA computing priorities and upgrades as they relate to weather prediction. (Sec.	109)	The U.S. Weather Research Program must: (1) report annually to Congress about on-going research projects and the five NOAA projects related to observations, weather, or subseasonal forecasts closest to operationalization; (2) establish teams with staff from the OAR and the NWS to oversee the operationalization of research projects; (3)	develop mechanisms for research priorities of the OAR; (4)	develop a system to track research goals; (5)	provide testing facilities; and (6) facilitate visiting scholars. (Sec.	110)	The bill authorizes through FY2018: (1) the OAR's weather laboratories and cooperative institutes and weather and air chemistry research programs, and (2) a joint technology transfer initiative.  TITLE II--SUBSEASONAL AND SEASONAL FORECASTING INNOVATION (Sec.	201)	The NWS	must collect and utilize information to make reliable and timely foundational forecasts of subseasonal and seasonal temperature and precipitation. Subseasonal forecasting is forecasting weather between two weeks and three months and seasonal forecasting is between three months and two years. TITLE III--WEATHER SATELLITE AND DATA INNOVATION (Sec.	301)	NOAA must complete and operationalize the Constellation Observing System for Meteorology, Ionosphere, and Climate (a weather satellite program which develops observational techniques using global navigation systems). (Sec.	302)	The bill permits the purchase of weather data by the federal government through contracts with commercial providers and the placement of weather satellite instruments on co-hosted government or private payloads. (Sec.	303)	NOAA must avoid unnecessary duplication between public and private sources of data and the corresponding expenditure of funds and employment of personnel. TITLE IV--FEDERAL WEATHER COORDINATION (Sec.	401)	The NOAA Science Advisory Board must continue to maintain the Environmental Information Services Working Group. Membership requirements and reporting requirements for the group are established.  (Sec.	402)	The Office of Science and Technology Policy must establish an Inter-agency Committee for Advancing Weather Services to improve coordination of relevant weather research and forecast innovation activities.  (Sec.	403)	The OAR and the NWS may establish a program to detail their personnel to each other with the goal of enhancing forecasting innovation through regular, direct interaction between OAR scientists and NWS operational staff. (Sec.	404)	The NWS may establish a program to host postdoctoral fellows and academic researchers at the National Centers for Environmental Prediction.  (Sec.	405)	The NWS must designate warning coordination meteorologists at each of its weather forecast offices. (Sec.	406)	NOAA must conduct an evaluation of its system for issuing watches and warning regarding hazardous weather and water events. (Sec.	407)	The NWS may establish the NOAA Weather Ready All Hazards Award Program.	The program must provide annual awards to individuals or organizations that use NOAA Weather Radio All Hazards receivers or transmitters to save lives and protect property. (Sec.	408)	NOAA must analyze the impacts of the proposed Air Force divestiture in the U.S. Weather Research and Forecasting Model, including the impact on:   U.S. weather forecasting capabilities, the accuracy of civilian regional forecasts, the civilian readiness for traditional and extreme weather events in the United States, and the research necessary to develop the Weather Research and Forecasting Model.   (Sec.	409)	NOAA must contract or continue to partner with an external organization to conduct a baseline analysis of the NWS operations and workforce.  (Sec.	410)	NOAA must submit a report to Congress on the use of contract employees at the NWS. (Sec.	411)	The NWS must review existing research, products, and services that meet the specific needs of the urban environment, including those with the potential for improving modeling and forecasting capabilities by taking into account factors such as varying building heights, impermeable surfaces, lack of tree canopy, traffic pollution, and inter-building wind effects. (Sec.	412)	NOAA may establish mechanisms for outreach to:	(1)	assess the weather forecasts and forecast products provided by NOAA, and (2)	determine the highest priority weather forecast needs of specific communities. (Sec.	413) NOAA must enter into one or more agreements with public and private entities to acquire backup for the WP-3D Orion and G-IV hurricane aircraft that is sufficient to prevent a single point of failure. NOAA must continue the development of the Airborne Phased Array Radar under the U.S. Weather Research Program. (Sec.	414)	The Department of Commerce must complete a study, within 180 days of the enactment of this bill, on gaps in the coverage of the NWS's Next Generation Weather Radar. Additionally, Commerce must submit recommendations to Congress for improving hazardous weather detection and forecasting coverage in areas of the United States where limited or no Next Generation Weather Radar coverage has resulted in insufficient warnings or degraded forecasts for hazardous weather events. TITLE V--TSUNAMI WARNING, EDUCATION, AND RESEARCH ACT OF 2017 Tsunami Warning, Education, and Research Act of 2017 The bill also revises and reauthorizes through FY2021 the Tsunami Warning and Education Act. (Sec.	504) The tsunami warning systems for the Pacific and Arctic Oceans and for the Atlantic Ocean are consolidated into a single warning system.	The system must support international tsunami forecasting and warning efforts. NOAA must support or maintain tsunami warning centers to support the national warning system and develop uniform operational procedures for the centers.	Warning centers are given additional responsibilities, including maintaining a fail-safe warning capability and an ability to perform back-up duties for each other. (Sec.	505) The tsunami hazard mitigation program must provide for:	(1)	technical and financial assistance; (2)	activities to support the development of regional hazard and risk assessments; (3)	activities to promote preparedness in at-risk ports and harbors; and (4)	dissemination of guidelines and standards for community planning, education, and training products, programs, and tools. (Sec.	506) The tsunami research program must develop the technical basis for validation of tsunami maps, models, and forecasts. NOAA no longer has to operate an International Tsunami Information Center to improve tsunami preparedness for Pacific Ocean nations. (Sec.	508) NOAA must:	(1)	designate an existing working group to serve as the Tsunami Science and Technology Advisory Panel to provide advice on matters regarding tsunami science, technology, and regional preparedness; (2)	maintain a coordinating committee to assist in the national tsunami hazard mitigation program; and (3)	develop formal outreach activities to improve tsunami education and awareness and foster the development of resilient communities.","Science, Technology, Communications",2017-04-18,0.166666666666667,0.833333333333333
"538",244,244,43,"{'legislativeSubjects': [{'name': 'Administrative law and regulatory procedures'}, {'name': 'Congressional oversight'}, {'name': 'Department of Health and Human Services'}, {'name': 'Family planning and birth control'}, {'name': 'Health care coverage and access'}, {'name': 'Health facilities and institutions'}, {'name': 'Health programs administration and funding'}], 'policyArea': {'name': 'Health'}}","(This measure has not been amended since it was introduced. The summary of that version is repeated here.) This joint resolution nullifies a Department of Health and Human Services rule regarding subrecipients of family planning grants. (Under the rule, grant recipients may prohibit an entity from receiving a subaward only for reasons related to the entity's ability to provide family planning services.)","Health",2017-04-13,0.0068027210884353,0.993197278911565
"539",245,245,83,"{'legislativeSubjects': [{'name': 'Administrative law and regulatory procedures'}, {'name': 'Business records'}, {'name': 'Congressional oversight'}, {'name': 'Department of Labor'}, {'name': 'Government information and archives'}, {'name': 'Worker safety and health'}], 'policyArea': {'name': 'Labor and Employment'}}","(This measure has not been amended since it was introduced. The summary of that version is repeated here.) This joint resolution nullifies the Department of Labor's rule that was published on December 19, 2016, about employers' ongoing obligation to make and maintain records of work-related injuries and illnesses. ","Labor and Employment",2017-04-03,0,1
"540",246,246,69,"{'legislativeSubjects': [{'name': 'Administrative law and regulatory procedures'}, {'name': 'Alaska'}, {'name': 'Congressional oversight'}, {'name': 'Department of the Interior'}, {'name': 'Hunting and fishing'}, {'name': 'Wilderness and natural areas, wildlife refuges, wild rivers, habitats'}, {'name': 'Wildlife conservation and habitat protection'}], 'policyArea': {'name': 'Public Lands and Natural Resources'}}","(This measure has not been amended since it was introduced. The summary of that version is repeated here.) This joint resolution nullifies the rule finalized by the Department of the Interior on August 5, 2016, relating to non-subsistence takings of wildlife and public participation and closure procedures on National Wildlife Refuges in Alaska. ","Public Lands and Natural Resources",2017-04-03,0,1
"541",247,247,34,"{'legislativeSubjects': [{'name': 'Administrative law and regulatory procedures'}, {'name': 'Congressional oversight'}, {'name': 'Consumer affairs'}, {'name': 'Federal Communications Commission (FCC)'}, {'name': 'Internet and video services'}, {'name': 'Internet, web applications, social media'}, {'name': 'Marketing and advertising'}, {'name': 'Right of privacy'}, {'name': 'Telephone and wireless communication'}], 'policyArea': {'name': 'Science, Technology, Communications'}}","(This measure has not been amended since it was introduced. The summary of that version is repeated here.) This joint resolution nullifies the rule submitted by the Federal Communications Commission entitled ""Protecting the Privacy of Customers of Broadband and Other Telecommunications Services."" The rule published on December 2, 2016: (1) applies the customer privacy requirements of the Communications Act of 1934 to broadband Internet access service and other telecommunications services, (2) requires telecommunications carriers to inform customers about rights to opt in or opt out of the use or the sharing of their confidential information, (3) adopts data security and&nbsp;breach notification requirements, (4) prohibits broadband service offerings that are contingent on surrendering privacy rights, and (5)&nbsp;requires disclosures and affirmative consent&nbsp;when a broadband provider offers customers financial incentives in exchange for&nbsp;the provider's right to use a customer's&nbsp;confidential information.","Science, Technology, Communications",2017-04-03,0,1
"542",248,248,1228,"{'legislativeSubjects': [{'name': 'Congressional agencies'}, {'name': 'Congressional leadership'}, {'name': 'Congressional officers and employees'}, {'name': 'Employment discrimination and employee rights'}, {'name': 'Federal officials'}, {'name': 'Worker safety and health'}], 'policyArea': {'name': 'Congress'}}","(This measure has not been amended since it was passed by the House on March 15, 2017. The summary of that version is repeated here.) (Sec. 1) This bill provides that of the three members appointed to the Board of Directors of the Office of Compliance (OOC) to replace the three members whose terms expire in March 2017, one shall have a three-year term and two shall have a four-year term. (The OOC was established by the Congressional Accountability Act of 1995 to administer and enforce that Act and to assist Members of Congress in understanding their rights and responsibilities under workplace and accessibility laws.)  The board members appointed to replace the two members whose terms expire in May 2017 shall each have a five-year term. This bill allows a board member whose term expires in: (1) March 2017 to be reappointed to serve one additional three or four-year term, and (2) May 2017 to be reappointed to serve an additional five-year term. Such board members may not be reappointed to any additional terms after their additional term expires. The bill amends the Congressional Accountability Act of 1995 to: (1) permit a board member to serve after his or her term has expired until a successor has taken office; and (2) authorize the Speaker of the House of Representatives, the Majority Leader of the Senate, and the Minority Leaders of the House and Senate to take such steps as they consider appropriate to ensure the timely appointment of board members consistent with such Act's requirements.","Congress",2017-04-03,1,0
"543",249,249,42,"{'legislativeSubjects': [{'name': 'Administrative law and regulatory procedures'}, {'name': 'Congressional oversight'}, {'name': 'Department of Labor'}, {'name': 'Drug, alcohol, tobacco use'}, {'name': 'State and local government operations'}, {'name': 'Unemployment'}], 'policyArea': {'name': 'Labor and Employment'}}","This joint resolution nullifies the rule finalized by the Department of Labor on August 1, 2016, relating to establishing, for state unemployment compensation program purposes, occupations that regularly conduct drug testing.","Labor and Employment",2017-03-31,0,1
"544",250,250,1362,"{'legislativeSubjects': [{'name': 'American Samoa'}, {'name': 'Congressional tributes'}, {'name': 'Department of Veterans Affairs'}, {'name': 'Health facilities and institutions'}, {'name': 'Home and outpatient care'}, {'name': 'U.S. territories and protectorates'}, {'name': ""Veterans' medical care""}], 'policyArea': {'name': 'Armed Forces and National Security'}}","(This measure has not been amended since it was introduced. The expanded summary of the House passed version is repeated here.) (Sec. 1) This bill designates the Department of Veterans Affairs community-based outpatient clinic in Pago Pago, American Samoa, as the &quot;Faleomavaega Eni Fa'aua'a Hunkin VA Clinic.&quot; ","Armed Forces and National Security",2017-03-31,0.8,0.2
"545",252,252,305,"{'legislativeSubjects': [{'name': 'Asia'}, {'name': 'Commemorative events and holidays'}, {'name': 'Conflicts and wars'}, {'name': 'National symbols'}, {'name': ""Veterans' organizations and recognition""}, {'name': 'Vietnam'}], 'policyArea': {'name': 'Armed Forces and National Security'}}","(This measure has not been amended since it was introduced. The expanded summary of the Senate passed version is repeated here.) Vietnam War Veterans Recognition Act of 2017 (Sec. 2) This bill includes National Vietnam War Veterans Day, March 29, among those days on which the flag should especially be displayed.","Armed Forces and National Security",2017-03-28,1,0
"546",253,253,58,"{'legislativeSubjects': [{'name': 'Administrative law and regulatory procedures'}, {'name': 'Congressional oversight'}, {'name': 'Department of Education'}, {'name': 'Elementary and secondary education'}, {'name': 'Government information and archives'}, {'name': 'Higher education'}, {'name': 'Performance measurement'}, {'name': 'Teaching, teachers, curricula'}], 'policyArea': {'name': 'Education'}}","(This measure has not been amended since it was introduced. The summary of that version is repeated here.) This joint resolution nullifies the &quot;Teacher Preparation Issues&quot; rule&nbsp;finalized by the Department of Education on October 31, 2016. The rule implements requirements related to assessing the quality of teacher preparation programs under title II (Teacher Quality Enhancement) of the Higher Education Act of 1965.","Education",2017-03-27,0,1
"547",255,255,44,"{'legislativeSubjects': [{'name': 'Administrative law and regulatory procedures'}, {'name': 'Congressional oversight'}, {'name': 'Department of the Interior'}, {'name': 'Land use and conservation'}], 'policyArea': {'name': 'Public Lands and Natural Resources'}}","(This measure has not been amended since it was introduced. The summary of that version is repeated here.) This joint resolution nullifies the rule finalized by the Department of the Interior on December 12, 2016, relating to revising regulations that establish the procedures used to prepare, revise, or amend land use plans pursuant to the Federal Land Policy and Management Act of 1976. ","Public Lands and Natural Resources",2017-03-27,0,1
"548",256,256,37,"{'legislativeSubjects': [{'name': 'Administrative law and regulatory procedures'}, {'name': 'Age discrimination'}, {'name': 'Congressional oversight'}, {'name': 'Department of Defense'}, {'name': 'Employee leave'}, {'name': 'Employment discrimination and employee rights'}, {'name': 'General Services Administration'}, {'name': 'Labor standards'}, {'name': 'Labor-management relations'}, {'name': 'Military procurement, research, weapons development'}, {'name': 'National Aeronautics and Space Administration'}, {'name': 'Public contracts and procurement'}, {'name': 'Worker safety and health'}], 'policyArea': {'name': 'Labor and Employment'}}","(This measure has not been amended since it was introduced. The summary of that version is repeated here.) This joint resolution nullifies the rule finalized by the Department of Defense, the General Services Administration, and the National Aeronautics and Space Administration (NASA) on August 25, 2016, relating to revising the Federal Acquisition Regulation to implement Executive Order 13673 concerning contractor compliance with labor laws. ","Labor and Employment",2017-03-27,0,1
