,Unnamed: 0,bill number,subjects,summary,policy_area,latest_action,cosponsor_D_perc,cosponsor_R_perc
308,308,5313,"{'legislativeSubjects': [{'name': 'Administrative law and regulatory procedures'}, {'name': 'Child health'}, {'name': 'Child safety and welfare'}, {'name': 'Consumer Product Safety Commission'}, {'name': 'Consumer affairs'}, {'name': 'Energy storage, supplies, demand'}, {'name': 'Product safety and quality'}], 'policyArea': {'name': 'Commerce'}}"," <p><strong>Reese's Law</strong></p> <p>This bill requires the Consumer Product Safety Commission to establish product safety standards with respect to batteries that pose an ingestion hazard (e.g., button cell or coin batteries).</p> <p>Specifically, consumer products with these batteries must include (1) a warning label instructing consumers to keep the batteries out of the reach of children, and (2) a battery compartment that prevents access to the batteries by children who are six years of age or younger.</p> <p>Additionally, such batteries, if sold separately or included separately with a product, must comply with federal child-resistant packaging regulations.</p>",Commerce,2022-08-16,0.7575757575757576,0.2424242424242424
309,309,3451,"{'legislativeSubjects': [{'name': 'Computer security and identity theft'}, {'name': 'Computers and information technology'}, {'name': 'Environmental assessment, monitoring, research'}, {'name': 'Licensing and registrations'}], 'policyArea': {'name': 'Environmental Protection'}}"," <p>This bill expands the expedited environmental review and permitting process under Title 41 of the Fixing America's Surface Transportation (FAST) Act, commonly known as FAST-41, to include certain computer-related infrastructure projects. Specifically, the bill provides for the expedited review of infrastructure projects concerning semiconductors, artificial intelligence and machine learning, high-performance computing and advanced computer hardware and software, quantum information science and technology, data storage and data management, or cybersecurity.</p>",Environmental Protection,2022-08-16,0.0,1.0
310,310,2992,"{'legislativeSubjects': [{'name': 'Congressional oversight'}, {'name': 'Employment and training programs'}, {'name': 'First responders and emergency personnel'}, {'name': 'Health information and medical records'}, {'name': 'Law enforcement administration and funding'}, {'name': 'Medical education'}, {'name': 'Mental health'}, {'name': 'Neurological disorders'}], 'policyArea': {'name': 'Health'}}"," <p><b>Traumatic Brain Injury and Post-Traumatic Stress Disorder Law Enforcement Training Act or the TBI and PTSD Law Enforcement Training Act</b></p> <p>This bill requires the Bureau of Justice Assistance (BJA) to consult with relevant agencies to establish crisis intervention training tools for first responders to address individuals with traumatic brain injuries, acquired brain injuries, and post-traumatic stress disorder. The BJA must ensure that at least one police department designated as a Law Enforcement Mental Health Learning Site utilizes the tools and that such tools are part of the Police-Mental Health Collaboration Toolkit.</p> <p>Additionally, the bill requires the Centers for Disease Control and Prevention to study and report about the prevalence and incidence of concussions among first responders.</p>",Health,2022-08-16,0.7692307692307693,0.2307692307692307
311,311,3373,"{'legislativeSubjects': [{'name': 'Afghanistan'}, {'name': 'Asia'}, {'name': 'Conflicts and wars'}, {'name': 'Education'}, {'name': 'Higher education'}, {'name': 'Iraq'}, {'name': 'Middle East'}, {'name': 'Military personnel and dependents'}, {'name': 'Student aid and college costs'}], 'policyArea': {'name': 'Armed Forces and National Security'}}"," <p><strong>Sergeant First Class Heath Robinson Honoring our Promise to Address Comprehensive Toxics Act of 2022 or the Honoring our PACT Act of 2022</strong></p> <p>This bill addresses health care, presumption of service-connection, research, resources, and other matters related to veterans who were exposed to toxic substances during military service.</p> <p>TITLE I--EXPANSION OF HEALTH CARE ELIGIBILITY</p> <p><em>Conceding Our Veterans' Exposure Now and Necessitating Training Act of 2022 or the COVENANT Act of 2022</em></p> <p>Subtitle A--Toxic-Exposed Veterans</p> <p>(Sec. 103) This section provides eligibility for Department of Veterans Affairs (VA) medical care, including mental health services and counseling, to veterans who (1) participated in a toxic exposure risk activity (e.g., a qualifying activity that requires a corresponding entry in an exposure tracking record system, such as the Individual Longitudinal Exposure Record); (2) served in specified locations on specified dates; or (3) deployed in support of a specified contingency operation.</p> <p>(Sec. 104) The VA must complete an assessment to determine (1) the personnel and material resources necessary to implement the expanded provision of care to the veterans specified in Section 103 of this bill (e.g., veterans who participated in a toxic exposure risk activity), and (2) the total number of veterans who served in specified locations on specified dates and receive hospital care or medical services from the VA, disaggregated by priority group.</p><p>Subtitle B--Certain Veterans Of Combat Service And Other Matters</p> <p>(Sec. 111) This section extends the eligibility period for VA hospital care, medical services, and nursing home care for combat veterans who served after September 11, 2001, and are toxic-exposed veterans, including those who did not enroll to receive VA care during the eligibility period.</p> <p>TITLE II--TOXIC EXPOSURE PRESUMPTION PROCESS</p> <p><em>Toxic Exposure in the American Military Act of 2022 or the TEAM Act of 2022</em></p> <p>(Sec. 202) This section prescribes the procedures for establishing or removing presumptions of service-connection based on toxic exposure, including by providing for public notice and comment periods and the establishment of a working group to advise and make recommendations regarding toxic exposures during military service.</p> <p>(Sec. 203) The VA must conduct outreach to certain claimants when a law establishes or modifies a presumption of service-connection. Specifically, the VA must identify and conduct outreach for all claims for compensation for a service-connected disability that (1) were submitted to the VA, (2) were evaluated and denied before the new law went into effect, and (3) might have been evaluated differently if the modification had been applicable to the claim.</p> <p>(Sec. 204) The VA must conduct outreach to certain claimants when a law establishes or modifies a presumption of service-connection in relation to dependency and indemnity compensation. Specifically, the VA must identify and conduct outreach for all claims for dependency and indemnity compensation related to service-connected conditions that (1) were submitted to the VA, (2) were evaluated and denied before the new law went into effect, and (3) might have been evaluated differently if the modification had been applicable to the claim.</p> <p>TITLE III--IMPROVING THE ESTABLISHMENT OF SERVICE CONNECTION PROCESS FOR TOXIC-EXPOSED VETERANS</p> <p><em>Veterans Burn Pits Exposure Recognition Act of 2022</em></p> <p>(Sec. 302) This section establishes a presumption that veterans were exposed to certain substances, chemicals, and airborne hazards during military service in specified locations in specified time frames (e.g., on or after August 2, 1990, in Bahrain).</p> <p>(Sec. 303) The VA must provide a veteran with a medical examination regarding the nexus between a disability and toxic exposure risk activity if a veteran submits a disability compensation claim for a service-connected disability with insufficient evidence. </p> <p>TITLE IV--PRESUMPTIONS OF SERVICE CONNECTION</p> <p><em>Mark Takai Atomic Veterans Healthcare Parity Act of 2022</em></p> <p>(Sec. 401) This section includes veterans who participated in the cleanup of Enewetak Atoll in the Marshall Islands between January 1, 1977, and December 31, 1980, as radiation-exposed veterans for purposes of the VA presumption of service-connection for specified cancers.</p> <p><em>Palomares or Thule Veterans Act of 2022</em></p> <p>(Sec. 402) This section includes veterans who participated in the cleanup of radioactive materials at Palomares, Spain, or in the response effort following the on-board fire and crash of a U.S. Air Force B-52 bomber in the vicinity of Thule Air Force Base, Greenland, as radiation-exposed veterans for purposes of the presumption of service-connection for specified cancers.</p> <p><em>Veterans Agent Orange Exposure Equity Act of 2022</em></p> <p>(Sec. 403) This section expands the presumption of service-connection for diseases associated with exposure to certain herbicide agents for veterans who served in Vietnam between January 9, 1962, and May 7, 1975. Specifically, the bill expands the presumption to cover veterans who served during specified time frames in Thailand at any U.S. or Royal Thai bases, Laos, Cambodia, Guam or American Samoa or the waters thereof, or on Johnson Atoll. Under the bill, such veterans are eligible for VA hospital care, medical services, and nursing home care.</p> <p><em>Fair Care for Vietnam Veterans Act of 2022</em></p> <p>(Sec. 404) This section provides a presumption of service-connection for hypertension and monoclonal gammopathy of undetermined significance (MGUS) for veterans who performed service specified in Section 403 of this bill (e.g., in Thailand).</p> <p>(Sec. 405) This section addresses disability compensation and care issues for Persian Gulf War veterans, including by expanding who qualifies as a Persian Gulf Veteran.</p> <p><em>Presumptive Benefits for War Fighters Exposed to Burn Pits and Other Toxins Act of 2022</em></p> <p>(Sec. 406) This section establishes a presumption of service-connection for specified diseases associated with exposure to specified substances, chemicals, or airborne hazards becoming manifest in veterans who served in specified locations during specified times (e.g., Iraq on or after August 2, 1990).</p> <p>TITLE V--RESEARCH MATTERS</p> <p>(Sec. 501) The VA must collaborate with various entities, such as the Department of Defense (DOD), to establish the Toxic Exposure Research Working Group to (1) identify collaborative research activities and resources and conduct such research related to health consequences of toxic exposure during military service, and (2) develop a five-year strategic plan for collaborative research activities. </p> <p>(Sec. 502) The VA must continually analyze all clinical data obtained in connection with its provision of hospital care, medical services, and nursing home care for toxic-exposed veterans that is likely to be scientifically useful in determining the association between a veteran's medical condition and a toxic exposure.</p> <p>(Sec. 503) The VA must conduct an updated analysis of total and respiratory disease mortality in veterans who served in specified locations at specified times, such as in Kuwait on or after August 2, 1990.</p> <p>(Sec. 504) The VA must conduct an epidemiological study on the health trends of veterans who served in the Armed Forces after September 11, 2001.</p> <p>(Sec. 505) The VA must study the incidence of cancer in veterans to determine trends in the rates of incidence of cancer in veterans.</p> <p>(Sec. 506) The VA must enter into an agreement with the National Academies of Sciences, Engineering, and Medicine (NASEM) to study the health trends of veterans who, during active service, participated in activities relating to the Manhattan Project or resided near specified locations proximate to waste arising from activities in connection with the Manhattan Project.</p> <p>(Sec. 507) The VA must enter an agreement with NASEM to study possible relationships between toxic exposures experienced during service in the Armed Forces and mental health conditions.</p> <p>(Sec. 508) The Government Accountability Office must study the state of access and barriers to benefits and services furnished by the Veterans Benefits Administration (VBA) and the Veterans Health Administration (VHA) to veterans in territories and Freely Associated States of the United States.</p> <p>(Sec. 509) The VA must establish and maintain a publicly accessible website to serve as a clearinghouse for the publication of all toxic exposure research carried out or funded by the executive branch of the federal government.</p> <p>(Sec. 510) The VA must report to Congress on the health effects of jet fuels used by the Armed Forces.</p> <p>TITLE VI--IMPROVEMENT OF RESOURCES AND TRAINING REGARDING TOXIC-EXPOSED VETERANS</p> <p><em>Fairly Assessing Service-related Toxic Exposure Residuals Presumptions Act of 2022 or the FASTER Presumption Act of 2022</em></p> <p>(Sec. 602) The VA must publish a list of its resources for toxic-exposed veterans and veterans who report toxic exposure, families and caregivers of such veterans, and survivors of such veterans who are receiving death benefits. The VA must also develop an informative outreach program for veterans on illnesses that may be related to toxic exposures.</p> <p>(Sec. 603) The VA must incorporate a screening to help determine potential toxic exposures during active military service as part of the health care screening furnished to veterans enrolled in the VA health care system.</p> <p>(Sec. 604) The VA must provide its health care personnel with education and training to identify, treat, and assess the impact on veterans of illnesses related to toxic exposures. Additionally, the VA must incorporate an annual training program for processors of claims for disability benefits relating to service-connected disabilities based on toxic exposures. </p> <p>TITLE VII--RESOURCING </p> <p>(Sec. 701) The VA is authorized to use funds appropriated to the Cost of War Toxic Exposures Fund to continue the modernization, development, and expansion of capabilities and capacity of information technology systems and infrastructure of the VBA to support expected increased claims processing for newly eligible veterans. The VA must submit a plan to Congress for the modernization of the information technology systems of the VBA.</p> <p>(Sec. 702) This section authorizes the VA to carry out various medical facility leases at specified amounts in FY2023 (e.g., an outpatient clinic in Allentown, Pennsylvania). </p> <p>(Sec. 703) This section prohibits funds from being appropriated, obligated, or expended for any major VA medical facility lease unless the congressional veterans affairs committees each adopt a resolution approving the lease. </p> <p>Additionally, this section (1) modifies the requirements for the prospectus that must be submitted regarding a request for funding a major medical facility lease, and (2) authorizes the VA to carry out interim leasing actions as it considers necessary for approved major medical facility leases and replacement leases that do not require approval.</p> <p>(Sec. 704) The VA may enter into a lease with an academic affiliate or other specified entity to acquire space for the purpose of providing health care resources to veterans.</p> <p>(Sec. 705) This section modifies the enhanced-use lease authority of the VA, including by permanently authorizing such authority and extending the maximum term of such leases from 75 to 99 years. This section also provides appropriations for entering into enhanced-used leases and authorizes the VA to deposit unutilized funds received under an enhanced-use lease in the Medical Facilities or the Construction, Minor Projects accounts. </p> <p>(Sec. 706) This section prescribes the authority for joint leasing actions between DOD and the VA.</p> <p>(Sec. 707) This section provides specified appropriations for major medical facility leases through FY2031.</p> <p>TITLE VIII--RECORDS AND OTHER MATTERS</p> <p>(Sec. 801) The VA must conduct an epidemiological study on the health trends of veterans who served at Fort McClellan at any time between January 1, 1935, and May 20, 1999.</p> <p>(Sec. 802) DOD must brief Congress on the quality of its databases that provide the information presented in the Individual Longitudinal Exposure Record and the usefulness of the record in supporting members of the Armed Forces and veterans in receiving health care and benefits.</p> <p>(Sec. 803) The VA must provide a means for veterans to update their records as necessary to reflect exposures to occupational or environmental hazards in the Individual Longitudinal Exposure Record.</p> <p><em>Camp Lejeune Justice Act of 2022</em></p> <p>(Sec. 804) This section provides a federal cause of action for individuals who resided, worked, or were otherwise exposed (including in utero) for not less than 30 days to water at Camp Lejeune, North Carolina, between August 1, 1953, and December 31, 1987.</p> <p>(Sec. 805) This section establishes the Cost of War Toxic Exposures Fund in the Treasury to be administered by the VA to invest in the delivery of veterans' health care and benefits associated with exposures to environmental hazards during military services and medical and other research relating to exposure to environmental hazards.</p> <p>(Sec. 806) This section provides appropriations to the Cost of War Toxic Exposures Fund to remain available through FY2024. The VA must submit a plan for expending such amounts.</p> <p>(Sec. 807) This section authorizes the VA to provide notice related to claims in an electronic format upon the election of the claimant, including for decisions by the Board of Veterans' Appeals.</p> <p>(Sec. 808) The VA must annually submit a report related to veterans who submit a disability claim for a service-connected disability and were deployed at specified locations at specified times. Additionally, the VA must ensure that VA medical professionals inform a veteran of the Airborne Hazards and Open Burn Pit Registry if a veteran seeks treatment at a VA medical facility for issues related to, or ancillary to, the exposure to toxic airborne chemicals and fumes caused by open burn pits.</p> <p>TITLE IX--IMPROVEMENT OF WORKFORCE OF DEPARTMENT OF VETERANS AFFAIRS</p> <p>(Sec. 901) The VA must develop and implement a national rural recruitment and hiring plan for the VHA to, among other purposes, recruit health care professionals for rural and highly rural community-based outpatient clinics and medical centers.</p> <p>(Sec. 902) The VA may buy out a non-VA service contract of certain health care professionals to whom the VA has offered employment in exchange for the individual agreeing to be employed at a rural or highly rural facility for at least four years.</p> <p>(Sec. 903) The VA must establish qualifications for each of its human resources positions and establish standardized performance metrics for such positions. The VA must also establish or enhance its systems to monitor human resources actions that occur at local, regional, and national levels to improve performance of those actions. The VA must also submit a plan to Congress for the recruitment and retention of human resources employees within the VA.</p> <p>(Sec. 904) This section increases the pay cap for certain employees of the VHA. </p> <p>(Sec. 905) This section expands employment opportunities for housekeeping aides by removing the requirement that competition for VA housekeeping aide positions is restricted to preference eligibles.</p> <p>(Sec. 906) This section modifies the authority of the VA related to hours, conditions and employment, and pay for certain employees of the VHA, specifically certain appointees and Senior Executive Service positions. Additionally, the section authorizes the VA to establish an awards program for certain appointed personnel, such as physicians.</p> <p>(Sec. 907) The VA is authorized to waive any annual premium or aggregate limitation on pay for an employee of the VHA during the calendar year in which the official duty station of the employee is closed or the office, facility, activity, or organization of the employee is realigned. Similarly, the VA may waive any annual premium or aggregate limitation on pay for an employee whose primary duties include providing expanded care for veterans exposed to open burn pits.</p> <p>(Sec. 908) This section eliminates the limitation on aggregate amounts for awards and bonuses for employees of the VA.</p> <p>(Sec. 909) Among other elements, this section provides additional authority for the VA to provide recruitment and relocation bonuses, retention bonuses, merit awards, incentives for critical skills, and student loan repayments. The section increases the cap on the number of college graduates and post-secondary students the VA may hire through an expedited process. The VA may authorize the fixing of the rate of pay for critical positions in the VA, with some limitations. Additionally, the VA may establish a rate for special pay and may waive the limitation on certain payments, such as bonuses.</p>",Armed Forces and National Security,2022-08-10,1.0,0.0
312,312,4346,"{'legislativeSubjects': [{'name': 'Appropriations'}, {'name': 'Architect of the Capitol'}, {'name': 'Arkansas'}, {'name': 'Art, artists, authorship'}, {'name': 'Civil disturbances'}, {'name': 'Computer security and identity theft'}, {'name': 'Congress'}, {'name': 'Congressional Budget Office (CBO)'}, {'name': 'Congressional Research Service (CRS)'}, {'name': 'Congressional agencies'}, {'name': 'Congressional committees'}, {'name': 'Congressional leadership'}, {'name': 'Congressional officers and employees'}, {'name': 'Congressional operations and organization'}, {'name': 'Congressional oversight'}, {'name': 'Congressional tributes'}, {'name': 'District of Columbia'}, {'name': 'Employee hiring'}, {'name': 'Employment discrimination and employee rights'}], 'policyArea': {'name': 'Taxation'}}"," <p>This bill provides funds to support the domestic production of semiconductors and authorizes various programs and activities of the federal science agencies.</p> <p>Among the bill's provisions, it </p> <ul> <li>provides funding for wireless supply chain innovation; </li> <li>establishes an advanced manufacturing investment tax credit;</li> <li>requires a research and development program to expand theoretical and fundamental knowledge relevant to understanding nuclear materials and matter for the benefit of commerce, medicine, and national security;</li> <li>establishes the Carbon Materials Science Initiative; </li> <li>establishes the Quantum User Expansion for Science and Technology program; </li> <li>establishes the Carbon Sequestration Research and Geologic Computational Science Initiative; </li> <li>requires a research program to improve the understanding of the fundamental properties of the universe, including the nature of space and time; </li> <li>requires research activities on the nature of the primary contents of the universe, including the nature of dark energy and dark matter; </li> <li>provides for the construction of an Electron Ion Collider;</li> <li>establishes a high intensity laser research initiative; </li> <li>establishes a Center for Greenhouse Gas Measurements, Standards, and Information; </li> <li>establishes a program for measurement research to support biometric identification systems, including facial recognition systems; </li> <li>sets forth provisions concerning PreK-12, undergraduate, and graduate STEM education; </li> <li>requires the coordination of federal science and technology efforts to ensure secure, reliable, and environmentally sustainable supplies of critical materials to the United States; </li> <li>establishes a Clean Energy Incubator Program; and </li> <li>provides for space exploration activities. </li></ul>",Taxation,2022-08-09,0.0,0.0
313,313,7352,"{'legislativeSubjects': [{'name': 'Business expenses'}, {'name': 'Civil actions and liability'}, {'name': 'Fraud offenses and financial crimes'}, {'name': 'Government lending and loan guarantees'}, {'name': 'Small business'}, {'name': 'Wages and earnings'}], 'policyArea': {'name': 'Commerce'}}", <p><strong>PPP and Bank Fraud Enforcement Harmonization Act of 2022</strong></p> <p>This bill establishes a 10-year statute of limitations for criminal charges and civil enforcement against a borrower who engages in fraud with respect to a Paycheck Protection Program loan.</p>,Commerce,2022-08-05,0.5,0.5
314,314,7334,"{'legislativeSubjects': [{'name': 'Business investment and capital'}, {'name': 'Cardiovascular and respiratory health'}, {'name': 'Civil actions and liability'}, {'name': 'Criminal investigation, prosecution, interrogation'}, {'name': 'Emergency medical services and trauma care'}, {'name': 'Fraud offenses and financial crimes'}, {'name': 'Government lending and loan guarantees'}, {'name': 'Infectious and parasitic diseases'}, {'name': 'Small business'}], 'policyArea': {'name': 'Commerce'}}", <p><strong>COVID-19 EIDL Fraud Statute of Limitations Act of 2022</strong></p> <p>This bill establishes a 10-year statute of limitations for criminal charges and civil enforcement against a borrower who engages in fraud with respect to certain COVID-19 economic injury disaster loan programs.</p>,Commerce,2022-08-05,0.6666666666666666,0.3333333333333333
315,315,3359,"{'legislativeSubjects': [{'name': 'Administrative law and regulatory procedures'}, {'name': 'Administrative remedies'}, {'name': 'Congressional oversight'}, {'name': 'Crime victims'}, {'name': 'Criminal investigation, prosecution, interrogation'}, {'name': 'Criminal justice information and records'}, {'name': 'Employment and training programs'}, {'name': 'Evidence and witnesses'}, {'name': 'Family relationships'}, {'name': 'Government employee pay, benefits, personnel management'}, {'name': 'Government information and archives'}, {'name': 'Law enforcement administration and funding'}, {'name': 'Violent crime'}], 'policyArea': {'name': 'Crime and Law Enforcement'}}"," <p><strong>Homicide Victims' Families' Rights Act of 2021</strong></p> <p>This bill establishes a framework for immediate family members of a victim of murder under federal law to request a review of the victim's case file if the murder was committed more than three years prior, the murder was investigated by a federal law enforcement entity, all probative investigative leads have been exhausted, and no likely perpetrator has been identified.</p>",Crime and Law Enforcement,2022-08-03,0.8823529411764706,0.1176470588235294
316,316,1842,"{'legislativeSubjects': [{'name': 'Commemorative events and holidays'}, {'name': 'Currency'}, {'name': 'Racial and ethnic relations'}, {'name': 'U.S. history'}, {'name': ""Women's rights""}], 'policyArea': {'name': 'Finance and Financial Sector'}}"," <p><b>Harriet Tubman Bicentennial Commemorative Coin Act</b></p> <p>This bill directs the Department of the Treasury to mint and issue 50,000 $5 gold coins, 400,000 $1 silver coins, and 750,000 half-dollar clad coins emblematic of the legacy of Harriet Tubman as an abolitionist. </p> <p>The Secretary may issue coins under this bill only during the period of January 1, 2024, through December 31, 2024.</p> <p>All surcharges received by Treasury from the sale of such coins must be paid equally to the National Underground Railroad Freedom Center in Cincinnati, Ohio, and The Harriet Tubman Home, Inc. in Auburn, New York, for the purpose of accomplishing and advancing their missions.</p>",Finance and Financial Sector,2022-08-03,0.744,0.256
317,317,1057,"{'legislativeSubjects': [{'name': 'Conflicts and wars'}, {'name': 'Currency'}, {'name': 'Military history'}, {'name': 'Monuments and memorials'}, {'name': 'U.S. history'}, {'name': ""Veterans' organizations and recognition""}], 'policyArea': {'name': 'Finance and Financial Sector'}}"," <p><b>National World War II Memorial Commemorative Coin Act </b></p> <p>This bill directs the Department of the Treasury to mint and issue up to&nbsp;50,000 $5 coins, 400,000 $1 silver coins, and 750,000 half-dollar clad coins in commemoration of the National World War II Memorial in the District of Columbia. </p> <p>The design of the coins shall be emblematic of the memorial and the service and sacrifice of American soldiers and civilians during World War II.</p> <p>All surcharges received from the sale of such coins shall be paid to the Friends of the National World War II Memorial to support the National Park Service in maintaining and repairing the memorial, and for educational and commemorative programs. </p>",Finance and Financial Sector,2022-08-03,0.532,0.468
318,318,144,"{'legislativeSubjects': [{'name': 'California'}, {'name': 'Child health'}, {'name': 'Drug, alcohol, tobacco use'}, {'name': 'Health facilities and institutions'}, {'name': 'Land transfers'}, {'name': 'Minority health'}, {'name': 'Roads and highways'}], 'policyArea': {'name': 'Native Americans'}}"," <p><b>Desert Sage Youth Wellness Center Access Improvement Act</b></p> <p>This bill authorizes the Indian Health Service (IHS) to purchase certain private land in Hemet, California, at fair market value and then construct a paved road on that land to facilitate access to the Desert Sage Youth Wellness Center. The IHS shall maintain the road or enter an agreement with Riverside County, California, to maintain the road.</p>",Native Americans,2022-07-29,1.0,0.0
319,319,8351,"{'legislativeSubjects': [{'name': 'Customs enforcement'}, {'name': 'Tariffs'}, {'name': 'User charges and fees'}], 'policyArea': {'name': 'Foreign Trade and International Finance'}}"," <p><strong>Formula Act</strong></p> <p>This bill provides through December 31, 2022, duty-free treatment to infant formula.</p> <p>During this time period, articles of infant formula shall not be subject to (1) any additional safeguard duties that may be imposed under subchapter IV of chapter 99 of the Harmonized Tariff Schedule; or (2) any other import quotas, tariff-rate quotas, additional duties, or any other duties, fees, exactions, or charges that otherwise would apply to such articles.</p> <p>Importers shall provide the applicable and anticipated tariff classifications for articles of infant formula on applicable customs entry documents.</p>",Foreign Trade and International Finance,2022-07-21,0.5357142857142857,0.4642857142857143
321,321,2089,"{'legislativeSubjects': [{'name': 'Armed Forces and National Security'}, {'name': 'Cemeteries and funerals'}, {'name': 'Military education and training'}, {'name': 'Military personnel and dependents'}, {'name': 'National Guard and reserves'}, {'name': 'State and local government operations'}, {'name': ""Veterans' organizations and recognition""}], 'policyArea': {'name': 'Agriculture and Food'}}"," <p><strong>Keep Kids Fed Act of 2022</strong></p> <p>This bill provides funding for and makes changes to school meal programs and the Child and Adult Care Food Program (CACFP). It also rescinds certain funds provided under the American Rescue Plan Act of 2021; the Consolidated Appropriations Act, 2021; and the Coronavirus Aid, Relief, and Economic Security Act (CARES Act). </p> <p>Specifically, the bill increases the reimbursement rate for school lunches by 40 cents and for school breakfasts by 15 cents for the school year beginning in July 2022.</p> <p>The bill extends the authority of the Department of Agriculture (USDA) to waive certain requirements for the school meal programs and the CACFP to address COVID-19. In particular, the bill extends authority</p> <ul> <li> through September 30, 2022, for USDA to grant waivers related to summer food service programs; </li> <li>through June 30, 2022, for USDA to grant waivers of requirements to allow non-congregate feeding in the CACFP for purposes of providing meals and snacks with appropriate safety measures with respect to COVID-19; and</li> <li>through June 30, 2023, for USDA to grant waivers related to the nutritional content of meals served in child nutrition programs if it determines the waiver is necessary to provide meals and snacks, and there is a food supply chain disruption due to COVID-19. </li> </ul> <p>The bill authorizes USDA to establish a nationwide waiver of statutory and regulatory requirements under child nutrition programs for the 2022-2023 school year.</p> <p>Additionally, the bill increase the reimbursement rate for meals and snacks under the CACFP by 10 cents for the school year beginning in July 2022. Further, the bill increases the reimbursement of tier II family or group day care homes to tier I amounts for the 2022-2023 school year.</p> <p>The bill rescinds certain funding provided to USDA, the Department of Education, and the Small Business Administration.</p> <p>Finally, the bill requires USDA to ensure that technical assistance is made available to states and school food authorities for assisting parents and school leaders with transitioning to the operation of school meal programs without certain waivers.</p>",Agriculture and Food,2022-06-25,0.3333333333333333,0.6666666666666666
322,322,767,"{'legislativeSubjects': [{'name': 'Congressional tributes'}, {'name': 'Government buildings, facilities, and property'}, {'name': 'House of Representatives'}, {'name': 'Members of Congress'}, {'name': 'New York State'}, {'name': 'Postal service'}], 'policyArea': {'name': 'Government Operations and Politics'}}"," <p>This bill designates the facility of the United States Postal Service located at 40 Fulton Street in Middletown, New York, as the Benjamin A. Gilman Post Office Building.</p>",Government Operations and Politics,2022-06-24,0.6923076923076923,0.3076923076923077
323,323,735,"{'legislativeSubjects': [{'name': 'California'}, {'name': 'Congressional tributes'}, {'name': 'Government buildings, facilities, and property'}, {'name': 'Postal service'}], 'policyArea': {'name': 'Government Operations and Politics'}}"," <p>This bill designates the facility of the United States Postal Service located at 502 East Cotati Avenue in Cotati, California, as the Arturo L. Ibleto Post Office Building.</p>",Government Operations and Politics,2022-06-24,0.7884615384615384,0.2115384615384615
324,324,1444,"{'legislativeSubjects': [{'name': 'Congressional tributes'}, {'name': 'Government buildings, facilities, and property'}, {'name': 'Postal service'}, {'name': 'Virginia'}], 'policyArea': {'name': 'Government Operations and Politics'}}"," <p>This bill designates the facility of the United States Postal Service located at 132 North Loudoun Street, Suite 1 in Winchester, Virginia, as the Patsy Cline Post Office.</p>",Government Operations and Politics,2022-06-24,0.6,0.4
325,325,4591,"{'legislativeSubjects': [{'name': 'Appropriations'}, {'name': 'Congressional oversight'}, {'name': 'Department of Veterans Affairs'}, {'name': 'Executive agency funding and structure'}, {'name': 'Government employee pay, benefits, personnel management'}, {'name': 'Health care costs and insurance'}, {'name': 'Health care quality'}, {'name': 'Health facilities and institutions'}, {'name': 'Health information and medical records'}, {'name': 'Health programs administration and funding'}, {'name': 'Performance measurement'}, {'name': ""Veterans' medical care""}], 'policyArea': {'name': 'Armed Forces and National Security'}}"," <p><strong>VA Electronic Health Record Transparency Act of 2021</strong></p> <p>This bill requires the Department of Veterans Affairs to report quarterly on (1) the costs of its Electronic Health Record Modernization Program, including by describing all expenses driven by the program; and (2) the performance metrics and outcomes of the program.<br> </p>",Armed Forces and National Security,2022-06-23,0.7272727272727273,0.2727272727272727
326,326,2324,"{'legislativeSubjects': [{'name': 'Congressional tributes'}, {'name': 'Florida'}, {'name': 'Government buildings, facilities, and property'}, {'name': 'Postal service'}], 'policyArea': {'name': 'Government Operations and Politics'}}"," <p>This bill designates the facility of the United States Postal Service located at 2800 South Adams Street in Tallahassee, Florida, as the D. Edwina Stephens Post Office.</p>",Government Operations and Politics,2022-06-23,0.3846153846153846,0.6153846153846154
327,327,1170,"{'legislativeSubjects': [{'name': 'California'}, {'name': 'Congressional tributes'}, {'name': 'Government buildings, facilities, and property'}, {'name': 'Postal service'}], 'policyArea': {'name': 'Government Operations and Politics'}}"," <p>This bill designates the facility of the United States Postal Service located at 1 League in Irvine, California, as the Tuskegee Airman Lieutenant Colonel Robert J. Friend Memorial Post Office Building.</p>",Government Operations and Politics,2022-06-23,0.7884615384615384,0.2115384615384615
