,x,y,title,cosponsor_D_perc,policyarea,session,cluster
164,-4.3914971351623535,8.320789337158203,To amend section 327 of the Robert T. Stafford Disaster Relief and Emergency Assistance Act to clarify that National Urban Search and Rescue Response System task forces may include Federal employees.,0.5,Emergency Management,116,2_sec_section_funds_division
165,-1.846506118774414,9.162395477294922,Early Hearing Detection and Intervention Act of 2017,0.666666666666667,Health,115,4_shall_faa_sec_tsa
166,-3.123206377029419,8.91897201538086,Follow the Rules Act,0.545454545454545,Government Operations and Politics,115,3_information_agency_data_shall
167,-4.017523288726807,9.453432083129883,National Cybersecurity Preparedness Consortium Act of 2021,0.333333333333333,"Science, Technology, Communications",117,-1_sec_funds_act_provides
168,-4.491460800170898,9.724557876586914,Combating European Anti-Semitism Act of 2017,0.5,International Affairs,116,-1_sec_funds_act_provides
169,-3.8921871185302734,5.454431533813477,National POW/MIA Flag Act,0.428571428571428,Government Operations and Politics,116,-1_sec_funds_act_provides
170,-5.1688923835754395,6.083418846130371,Elkhorn Ranch and White River National Forest Conveyance Act of 2017,0.5,Public Lands and Natural Resources,115,5_land_interior_tribe_national
171,-5.118905544281006,5.960172653198242,Mount Hood Cooper Spur Land Exchange Clarification Act,1.0,Public Lands and Natural Resources,115,5_land_interior_tribe_national
172,-1.4179476499557495,7.15340518951416,West Los Angeles VA Campus Improvement Act of 2021,0.0,Armed Forces and National Security,117,1_va_veterans_care_veteran
173,-2.702249050140381,9.966158866882324,POWER Act,0.454545454545454,Crime and Law Enforcement,115,9_justice_dna_elder_doj
174,-3.139664888381958,10.535677909851074,PACT Act,0.768,Crime and Law Enforcement,116,14_trafficking_human_victims_abuse
175,10.733224868774414,7.143614292144775,A bill to change the address of the postal facility designated in honor of Captain Humayun Khan.,1.0,Government Operations and Politics,116,0_postal_post_designates_located
176,10.712514877319336,6.13465690612793,"To designate the facility of the United States Postal Service located at 502 East Cotati Avenue in Cotati, California, as the ""Arturo L. Ibleto Post Office Building"".",0.788461538461538,Government Operations and Politics,117,0_postal_post_designates_located
177,-2.686072826385498,6.937162399291992,Building Blocks of STEM Act,0.5,"Science, Technology, Communications",116,15_science_stem_cnmi_nsf
178,-2.89827561378479,3.803632974624634,Merrill's Marauders Congressional Gold Medal Act,0.44,Armed Forces and National Security,116,11_medal_gold_congressional_world
179,-5.706696033477783,9.078880310058594,Effective Prosecution of Possession of Biological Toxins and Agents Act of 2019,0.666666666666667,Crime and Law Enforcement,116,13_drug_fda_generic_drugs
180,-2.958735704421997,3.866708755493164,Anwar Sadat Centennial Celebration Act,0.58,International Affairs,115,11_medal_gold_congressional_world
181,-2.740525484085083,9.63376522064209,First Step Act of 2018,0.6,Crime and Law Enforcement,115,-1_sec_funds_act_provides
182,-1.7177531719207764,6.795304298400879,Support for Veterans in Effective Apprenticeships Act of 2019,0.333333333333333,Labor and Employment,116,1_va_veterans_care_veteran
183,11.157447814941406,7.370522975921631,SOAR to Health and Wellness Act of 2018,0.692307692307692,Government Operations and Politics,117,0_postal_post_designates_located
184,11.162520408630371,7.327419281005859,"To designate the facility of the United States Postal Service located at 40 Fulton Street in Middletown, New York, as the ""Benjamin A. Gilman Post Office Building"".",0.692307692307692,Government Operations and Politics,117,0_postal_post_designates_located
185,-3.9777612686157227,9.950124740600586,NIST Small Business Cybersecurity Act,0.666666666666667,"Science, Technology, Communications",115,-1_sec_funds_act_provides
186,-3.9589171409606934,9.964672088623047,American Innovation $1 Coin Act,0.666666666666667,"Science, Technology, Communications",115,3_information_agency_data_shall
187,-2.9750936031341553,9.982406616210938,Ashlynne Mike AMBER Alert in Indian Country Act,0.666666666666667,Crime and Law Enforcement,115,-1_sec_funds_act_provides
188,-2.9551398754119873,9.962445259094238,"To designate the facility of the United States Postal Service located at 229 Minnetonka Avenue South in Wayzata, Minnesota, as the Jim Ramstad Post Office.",0.666666666666667,Crime and Law Enforcement,115,-1_sec_funds_act_provides
189,-1.9329317808151245,9.11849308013916,Emergency Medical Services for Children Program Reauthorization Act of 2019,0.631578947368421,Health,116,4_shall_faa_sec_tsa
190,-2.649923801422119,9.942115783691406,Debbie Smith Reauthorization Act of 2019,0.458333333333333,Crime and Law Enforcement,116,9_justice_dna_elder_doj
191,-3.459155321121216,9.74453067779541,PROTECT Our Children Act of 2017,0.5,Crime and Law Enforcement,115,3_information_agency_data_shall
192,-1.1177798509597778,7.78255558013916,Commander John Scott Hannon Veterans Mental Health Care Improvement Act of 2019,0.653846153846154,Armed Forces and National Security,116,1_va_veterans_care_veteran
193,-1.1417642831802368,7.626186847686768,Protecting Moms Who Served Act of 2021,0.714285714285714,Armed Forces and National Security,117,1_va_veterans_care_veteran
194,-4.982236385345459,6.814318656921387,"A bill to facilitate construction of a bridge on certain property in Christian County, Missouri, and for other purposes.",1.0,Transportation and Public Works,115,-1_sec_funds_act_provides
195,-4.723571300506592,9.726189613342285,"A bill to direct the Secretary of State to develop a strategy to regain observer status for Taiwan in the World Health Organization, and for other purposes.",0.333333333333333,International Affairs,117,8_sanctions_president_hong_kong
196,11.122804641723633,7.295014381408691,"To designate the facility of the United States Postal Service located at 25 Route 111 in Smithtown, New York, as the ""Congressman Bill Carney Post Office"".",0.807692307692308,Government Operations and Politics,116,0_postal_post_designates_located
197,11.066837310791016,7.2775983810424805,"To designate the facility of the United States Postal Service located at 1450 Montauk Highway in Mastic, New York, as the Army Specialist Thomas J. Wilwerth Post Office Building.",0.807692307692308,Government Operations and Politics,116,0_postal_post_designates_located
198,-4.6678361892700195,6.93280029296875,"A bill to designate the facility of the United States Postal Service located at 120 West Pike Street in Canonsburg, Pennsylvania, as the ""Police Officer Scott Bashioum Post Office Building"".",0.666666666666667,Transportation and Public Works,116,6_noaa_weather_marine_debris
199,-4.709993362426758,6.957809925079346,Reviving America's Scenic Byways Act of 2019,0.666666666666667,Transportation and Public Works,116,6_noaa_weather_marine_debris
200,-5.315526962280273,6.4595208168029785,"A bill to nullify the Supplemental Treaty Between the United States of America and the Confederated Tribes and Bands of Indians of Middle Oregon, concluded on November 15, 1865.",1.0,Native Americans,116,5_land_interior_tribe_national
201,-3.0683388710021973,10.559163093566895,Rodchenkov Anti-Doping Act of 2019,0.75,Crime and Law Enforcement,116,14_trafficking_human_victims_abuse
202,-2.581451892852783,7.2222161293029785,Consider Teachers Act of 2021,0.75,Education,117,-1_sec_funds_act_provides
203,-5.091017723083496,8.947786331176758,Methamphetamine Response Act of 2021,0.0,Crime and Law Enforcement,117,13_drug_fda_generic_drugs
204,-3.2207226753234863,8.038533210754395,Rebuilding Small Businesses After Disasters Act,0.333333333333333,Commerce,116,12_loan_small_act_billion
205,-0.6397601962089539,7.157750606536865,"To facilitate the addition of park administration at the Coltsville National Historical Park, and for other purposes.",1.0,Armed Forces and National Security,116,1_va_veterans_care_veteran
206,-0.6469828486442566,7.172333717346191,"A bill to amend title 38, United States Code, to clarify the grade and pay of podiatrists of the Department of Veterans Affairs.",1.0,Armed Forces and National Security,116,1_va_veterans_care_veteran
207,-2.2731990814208984,8.121499061584473,Fairness For Breastfeeding Mothers Act of 2019,1.0,Government Operations and Politics,116,-1_sec_funds_act_provides
208,-4.099050998687744,4.918945789337158,Global War on Terrorism War Memorial Act,0.40251572327044,Public Lands and Natural Resources,115,10_memorial_commemorative_national_establishment
209,-5.673269271850586,7.598814487457275,PROSWIFT Act,0.0,"Science, Technology, Communications",116,6_noaa_weather_marine_debris
210,-1.125226616859436,7.292226314544678,Veteran Treatment Court Coordination Act of 2019,0.725925925925926,Crime and Law Enforcement,116,1_va_veterans_care_veteran
211,11.520721435546875,6.546579360961914,"To designate the facility of the United States Postal Service located at 877 East 1200 South in Orem, Utah, as the Jerry C. Washburn Post Office Building.",0.333333333333333,Government Operations and Politics,116,0_postal_post_designates_located
212,-4.078874111175537,10.12923526763916,Secure 5G and Beyond Act of 2020,0.4,"Science, Technology, Communications",116,3_information_agency_data_shall
213,-1.4437212944030762,6.880508899688721,Hire Veteran Health Heroes Act of 2021,1.0,Armed Forces and National Security,117,1_va_veterans_care_veteran
214,-1.1639050245285034,6.956020832061768,Veterans Providing Healthcare Transition Improvement Act,0.666666666666667,Armed Forces and National Security,115,1_va_veterans_care_veteran
215,1.485390067100525,6.6585822105407715,"A bill to designate the community-based outpatient clinic of the Department of Veterans Affairs in Bozeman, Montana, as the ""Travis W. Atkins Department of Veterans Affairs Clinic"".",1.0,Armed Forces and National Security,116,7_clinic_affairs_veterans_designates
216,-5.580379486083984,7.721039295196533,National Sea Grant College Program Amendments Act of 2020,0.6,Public Lands and Natural Resources,116,6_noaa_weather_marine_debris
217,-5.675207614898682,7.611639022827148,Coordinated Ocean Observations and Research Act of 2020,0.666666666666667,Public Lands and Natural Resources,116,6_noaa_weather_marine_debris
218,-1.9756507873535156,8.868425369262695,National Clinical Care Commission Act,0.5,Health,115,4_shall_faa_sec_tsa
219,-4.416655540466309,9.637724876403809,Jaime Zapata and Victor Avila Federal Officers and Employees Protection Act,0.533333333333333,Crime and Law Enforcement,117,-1_sec_funds_act_provides
220,11.214658737182617,6.602707386016846,"A bill to designate the facility of the United States Postal Service located at 4910 Brighton Boulevard in Denver, Colorado, as the ""George Sakato Post Office"".",1.0,Government Operations and Politics,115,0_postal_post_designates_located
221,11.253280639648438,6.658130645751953,Firefighter Cancer Registry Act of 2018,1.0,Government Operations and Politics,115,0_postal_post_designates_located
222,-2.6104214191436768,9.870660781860352,COVID-19 Hate Crimes Act,1.0,Crime and Law Enforcement,117,9_justice_dna_elder_doj
223,-1.8005295991897583,9.164992332458496,TRANSPLANT Act of 2021,0.739130434782609,Health,117,4_shall_faa_sec_tsa
224,-3.6984035968780518,5.0305280685424805,Johnson-O'Malley Supplemental Indian Education Program Modernization Act,0.704,Education,116,-1_sec_funds_act_provides
225,-3.7155511379241943,5.011037826538086,Never Again Education Act,0.704,Education,116,10_memorial_commemorative_national_establishment
226,-4.852285861968994,9.832789421081543,Holding Foreign Companies Accountable Act,0.25,Finance and Financial Sector,116,8_sanctions_president_hong_kong
227,-2.034989595413208,8.833736419677734,Maximizing Outcomes through Better Investments in Lifesaving Equipment for (MOBILE) Health Care Act,0.5,Health,117,4_shall_faa_sec_tsa
228,11.56405258178711,6.752166748046875,"To designate the facility of the United States Postal Service located at 3493 Burnet Avenue in Cincinnati, Ohio, as the John H. Leahr and Herbert M. Heilbrun Post Office.",0.266666666666667,Government Operations and Politics,117,0_postal_post_designates_located
229,-4.427369594573975,8.409770011901855,FACE Act,0.4,Emergency Management,116,2_sec_section_funds_division
230,-2.7225024700164795,10.029187202453613,Not Invisible Act of 2019,0.5,Native Americans,116,9_justice_dna_elder_doj
231,-5.369502067565918,6.475929260253906,Thomasina E. Jordan Indian Tribes of Virginia Federal Recognition Act of 2017,0.8,Native Americans,115,5_land_interior_tribe_national
232,-4.110626697540283,7.868643760681152,Extension of the Caribbean Basin Economic Recovery Act,0.653846153846154,Foreign Trade and International Finance,116,2_sec_section_funds_division
233,-4.3521246910095215,9.287030220031738,Protecting Religiously Affiliated Institutions Act of 2018,0.666666666666667,Crime and Law Enforcement,115,-1_sec_funds_act_provides
234,-2.2731621265411377,9.146944046020508,Supporting and Treating Officers In Crisis Act of 2019,0.476190476190476,Crime and Law Enforcement,116,4_shall_faa_sec_tsa
235,-4.092576026916504,5.587585926055908,Route 66 Centennial Commission Act,0.5,Transportation and Public Works,116,-1_sec_funds_act_provides
236,-5.0923752784729,7.955153942108154,Tropical Forest Conservation Reauthorization Act of 2018,0.888888888888889,International Affairs,116,-1_sec_funds_act_provides
237,-0.6716262102127075,7.695767879486084,"A bill to require the Comptroller General of the United States to conduct a study on disparities associated with race and ethnicity with respect to certain benefits administered by the Secretary of Veterans Affairs, and for other purposes.",1.0,Armed Forces and National Security,117,1_va_veterans_care_veteran
238,-4.110954761505127,4.93477201461792,"To authorize the National Emergency Medical Services Memorial Foundation to establish a commemorative work in the District of Columbia and its environs, and for other purposes.",0.875,Public Lands and Natural Resources,115,10_memorial_commemorative_national_establishment
239,-2.893934726715088,3.800565719604492,Chinese-American World War II Veteran Congressional Gold Medal Act,0.696969696969697,Armed Forces and National Security,115,11_medal_gold_congressional_world
240,-4.2499213218688965,4.008392810821533,Greatest Generation Commemorative Coin Act,0.532,Finance and Financial Sector,117,16_coins_coin_treasury_issue
241,-1.9479957818984985,9.126543045043945,"Autism Collaboration, Accountability, Research, Education, and Support Act of 2019",0.734104046242775,Health,116,4_shall_faa_sec_tsa
242,-4.957113742828369,9.850110054016113,RENACER Act,0.666666666666667,International Affairs,117,8_sanctions_president_hong_kong
243,-5.732857704162598,7.604140758514404,Digital Coast Act,0.5,Public Lands and Natural Resources,116,6_noaa_weather_marine_debris
244,-5.317325115203857,6.510639190673828,"To repeal the Act entitled ""An Act to confer jurisdiction on the State of Iowa over offenses committed by or against Indians on the Sac and Fox Indian Reservation"".",0.333333333333333,Native Americans,115,5_land_interior_tribe_national
245,-3.403317928314209,8.596521377563477,"A bill to amend section 1214 of title 5, United States Code, to provide for stays during a period that the Merit Systems Protection Board lacks a quorum.",0.5,Government Operations and Politics,115,-1_sec_funds_act_provides
246,-2.193695306777954,9.458150863647461,Supporting Grandparents Raising Grandchildren Act,0.666666666666667,Families,115,4_shall_faa_sec_tsa
247,-0.9020583033561707,7.522535800933838,Department of Veterans Affairs Accountability and Whistleblower Protection Act of 2017,0.184210526315789,Armed Forces and National Security,115,1_va_veterans_care_veteran
248,-1.774959921836853,6.888481140136719,Colonel John M. McHugh Tuition Fairness for Survivors Act of 2021,0.75,Armed Forces and National Security,117,1_va_veterans_care_veteran
249,-3.733973979949951,9.723746299743652,Federal Rotational Cyber Workforce Program Act of 2021,0.666666666666667,Government Operations and Politics,117,3_information_agency_data_shall
250,-3.058227062225342,7.6254472732543945,Joint Consolidation Loan Separation Act,0.333333333333333,Education,117,12_loan_small_act_billion
251,-4.55953311920166,6.866257667541504,To amend section 203 of the Federal Power Act.,0.25,Energy,115,-1_sec_funds_act_provides
252,-4.148842811584473,6.3703293800354,Divisional Realignment for the Eastern District of Arkansas Act of 2019,0.25,Law,116,1_va_veterans_care_veteran
253,-1.8333066701889038,9.213798522949219,Scarlett's Sunshine on Sudden Unexpected Death Act,0.8,Health,116,4_shall_faa_sec_tsa
254,-4.252449035644531,7.450291156768799,"To reauthorize the West Valley demonstration project, and for other purposes.",1.0,Energy,116,1_va_veterans_care_veteran
255,-4.43711519241333,9.679611206054688,"Women, Peace, and Security Act of 2017",0.5,International Affairs,115,-1_sec_funds_act_provides
256,-2.8961055278778076,7.446468353271484,Stop Student Debt Relief Scams Act of 2019,0.5,Education,116,-1_sec_funds_act_provides
257,-4.587733745574951,8.221878051757812,Elie Wiesel Genocide and Atrocities Prevention Act of 2018,0.5,Economics and Public Finance,116,2_sec_section_funds_division
258,-4.61798620223999,8.137979507446289,"Consolidated Appropriations Act, 2020",0.5,Economics and Public Finance,116,2_sec_section_funds_division
259,-1.1481258869171143,7.474937438964844,No Hero Left Untreated Act,0.339285714285714,Armed Forces and National Security,115,1_va_veterans_care_veteran
260,10.848999977111816,6.076372146606445,"To designate the facility of the United States Postal Service located at 1 League in Irvine, California, as the ""Tuskegee Airman Lieutenant Colonel Robert J. Friend Memorial Post Office Building"".",0.788461538461538,Government Operations and Politics,117,0_postal_post_designates_located
261,-4.192566394805908,8.11567497253418,National Flood Insurance Program Extension Act of 2018,0.527027027027027,Finance and Financial Sector,115,2_sec_section_funds_division
262,-3.2478532791137695,8.59187126159668,Puerto Rico Recovery Accuracy in Disclosures Act of 2021,0.75,Law,117,-1_sec_funds_act_provides
263,11.560113906860352,6.93190860748291,"A bill to designate the facility of the United States Postal Service located at 1715 Linnerud Drive in Sun Prairie, Wisconsin, as the ""Fire Captain Cory Barr Post Office Building"".",0.0,Government Operations and Politics,116,0_postal_post_designates_located
264,10.973852157592773,5.8966474533081055,Solid Start Act of 2022,0.5,Government Operations and Politics,116,0_postal_post_designates_located
265,10.940792083740234,5.872998237609863,"To designate the facility of the United States Postal Service located at 404 South Boulder Highway in Henderson, Nevada, as the Henderson Veterans Memorial Post Office Building.",0.5,Government Operations and Politics,116,0_postal_post_designates_located
266,-0.965674638748169,6.815487861633301,Veterans' Compensation Cost-of-Living Adjustment Act of 2019,0.571428571428571,Armed Forces and National Security,116,1_va_veterans_care_veteran
267,11.488759994506836,5.89683198928833,"To designate the facility of the United States Postal Service located at 306 River Street in Tilden, Texas, as the ""Tilden Veterans Post Office"".",0.285714285714286,Government Operations and Politics,115,0_postal_post_designates_located
268,11.446361541748047,5.931811809539795,"To designate the facility of the United States Postal Service located at 9155 Schaefer Road, Converse, Texas, as the ""Converse Veterans Post Office Building"".",0.285714285714286,Government Operations and Politics,115,0_postal_post_designates_located
269,11.470830917358398,5.923664093017578,"To designate the facility of the United States Postal Service located at 901 N. Francisco Avenue, Mission, Texas, as the ""Mission Veterans Post Office Building"".",0.285714285714286,Government Operations and Politics,115,0_postal_post_designates_located
270,11.456551551818848,5.9324212074279785,"To designate the facility of the United States Postal Service located at 122 W. Goodwin Street, Pleasanton, Texas, as the ""Pleasanton Veterans Post Office"".",0.285714285714286,Government Operations and Politics,115,0_postal_post_designates_located
271,11.40084457397461,5.952179431915283,"To designate the facility of the United States Postal Service located at 400 N. Main Street, Encinal, Texas, as the ""Encinal Veterans Post Office"".",0.285714285714286,Government Operations and Politics,115,0_postal_post_designates_located
272,-3.8061139583587646,8.196351051330566,Congenital Heart Futures Reauthorization Act of 2017,0.0555555555555555,Public Lands and Natural Resources,116,2_sec_section_funds_division
273,-3.8536932468414307,8.184599876403809,Target Practice and Marksmanship Training Support Act,0.0555555555555555,Public Lands and Natural Resources,116,2_sec_section_funds_division
274,11.327350616455078,7.73814058303833,"A bill to designate the United States courthouse located at 1501 North 6th Street in Harrisburg, Pennsylvania, as the ""Sylvia H. Rambo United States Courthouse"", and for other purposes.",0.0,Government Operations and Politics,117,0_postal_post_designates_located
275,-3.429790735244751,8.642448425292969,"To provide for the appointment of members of the Board of Directors of the Office of Compliance to replace members whose terms expire during 2017, and for other purposes.",1.0,Congress,115,-1_sec_funds_act_provides
276,-4.281055927276611,3.9609856605529785,Naismith Memorial Basketball Hall of Fame Commemorative Coin Act,0.76,Finance and Financial Sector,115,16_coins_coin_treasury_issue
277,-4.297920227050781,9.097886085510254,Securing our Agriculture and Food Act,0.5,Emergency Management,115,-1_sec_funds_act_provides
278,-5.6009650230407715,7.6529388427734375,Young Fishermen's Development Act,0.916666666666667,Public Lands and Natural Resources,117,6_noaa_weather_marine_debris
279,-4.169642925262451,5.502477169036865,400 Years of African-American History Commission Act,0.886792452830189,"Civil Rights and Liberties, Minority Issues",115,-1_sec_funds_act_provides
280,11.054788589477539,6.016236782073975,"To designate the facility of the United States Postal Service located at 11158 Highway 146 North in Hardin, Texas, as the ""Lucas Lowe Memorial Post Office"".",0.371428571428571,Government Operations and Politics,116,0_postal_post_designates_located
281,10.623462677001953,6.250801086425781,"To designate the facility of the United States Postal Service located at 6531 Van Nuys Boulevard in Van Nuys, California, as the Marilyn Monroe Post Office.",0.88,Government Operations and Politics,116,0_postal_post_designates_located
282,10.6179780960083,6.213430404663086,"To designate the facility of the United States Postal Service located at 13507 Van Nuys Boulevard in Pacoima, California, as the Ritchie Valens Post Office Building.",0.88,Government Operations and Politics,116,0_postal_post_designates_located
283,-0.6784560680389404,7.472542762756348,Enhancing Veteran Care Act,0.666666666666667,Armed Forces and National Security,115,1_va_veterans_care_veteran
284,1.49579656124115,6.642045497894287,"To name the Department of Veterans Affairs community-based outpatient clinic in Gaylord, Michigan, as the Navy Corpsman Steve Andrews Department of Veterans Affairs Health Care Clinic.",0.538461538461538,Armed Forces and National Security,117,7_clinic_affairs_veterans_designates
285,1.5246001482009888,6.654222011566162,A bill to redesignate certain clinics of the Department of Veterans Affairs located in Montana.,1.0,Armed Forces and National Security,115,7_clinic_affairs_veterans_designates
286,-5.311275959014893,6.457916736602783,Oregon Tribal Economic Development Act,1.0,Native Americans,115,5_land_interior_tribe_national
287,-3.7164251804351807,8.00337028503418,"Continuing Appropriations Amendments Act, 2018",0.0,Economics and Public Finance,115,2_sec_section_funds_division
288,-3.661557912826538,7.996801853179932,Promoting Physical Activity for Americans Act,0.0,Economics and Public Finance,115,2_sec_section_funds_division
289,-5.312801361083984,6.267983436584473,Western Oregon Tribal Fairness Act,0.0,Native Americans,115,5_land_interior_tribe_national
290,-4.136305809020996,9.208928108215332,Organization of American States Legislative Engagement Act of 2020,0.5,International Affairs,117,-1_sec_funds_act_provides
291,-3.3988568782806396,10.425353050231934,Abolish Human Trafficking Act of 2017,0.451612903225806,Crime and Law Enforcement,115,14_trafficking_human_victims_abuse
292,-3.25541615486145,10.44156551361084,Trafficking Victims Protection Act of 2017,0.461538461538462,Crime and Law Enforcement,115,14_trafficking_human_victims_abuse
293,-5.716677665710449,7.868131160736084,Preventing Maternal Deaths Act of 2018,0.0,Transportation and Public Works,117,6_noaa_weather_marine_debris
294,-5.7334418296813965,7.907398223876953,Alaska Tourism Restoration Act,0.0,Transportation and Public Works,117,6_noaa_weather_marine_debris
295,-4.960789680480957,8.593697547912598,American Rescue Plan Act of 2021,0.0,Economics and Public Finance,117,-1_sec_funds_act_provides
296,-3.7597060203552246,10.124808311462402,Defending the Integrity of Voting Systems Act,0.5,Crime and Law Enforcement,116,3_information_agency_data_shall
297,-3.1918935775756836,8.42746353149414,"Never Forget the Heroes: James Zadroga, Ray Pfeifer, and Luis Alvarez Permanent Authorization of the September 11th Victim Compensation Fund Act",0.788,Law,116,-1_sec_funds_act_provides
298,-1.0037158727645874,6.818714141845703,Veterans' Compensation Cost-of-Living Adjustment Act of 2017,0.75,Armed Forces and National Security,115,1_va_veterans_care_veteran
299,-5.733773231506348,7.62537145614624,Great Lakes Environmental Sensitivity Index Act of 2020,0.0,Public Lands and Natural Resources,116,6_noaa_weather_marine_debris
300,1.3978673219680786,6.727508544921875,"To name the Department of Veterans Affairs community-based outpatient clinic in Pago Pago, American Samoa, the Faleomavaega Eni Fa'aua'a Hunkin VA Clinic.",0.8,Armed Forces and National Security,115,7_clinic_affairs_veterans_designates
301,-4.652245998382568,8.212692260742188,To make technical corrections to the Guam World War II Loyalty Recognition Act.,0.666666666666667,Armed Forces and National Security,116,2_sec_section_funds_division
302,-3.7968173027038574,7.95125150680542,"An Act to amend the Homeland Security Act of 2002 to require the Secretary of Homeland Security to issue Department of Homeland Security-wide guidance and develop training programs as part of the Department of Homeland Security Blue Campaign, and for other purposes.",0.375,Crime and Law Enforcement,115,2_sec_section_funds_division
303,-4.418231964111328,8.89450454711914,Pandemic and All-Hazards Preparedness and Advancing Innovation Act of 2019,0.666666666666667,Health,116,-1_sec_funds_act_provides
304,-3.077284812927246,9.625738143920898,Due Process Protections Act,0.5,Crime and Law Enforcement,116,-1_sec_funds_act_provides
305,-1.464867115020752,6.841515064239502,Jobs for Our Heroes Act,0.6,Transportation and Public Works,115,1_va_veterans_care_veteran
306,-2.902263879776001,3.801922082901001,Hidden Figures Congressional Gold Medal Act,0.856,"Science, Technology, Communications",116,11_medal_gold_congressional_world
307,-2.9307913780212402,3.834345817565918,Ghost Army Congressional Gold Medal Act,0.536231884057971,Armed Forces and National Security,117,11_medal_gold_congressional_world
308,-2.7272486686706543,9.155715942382812,Competitive Health Insurance Reform Act of 2020,0.529411764705882,Health,117,-1_sec_funds_act_provides
309,-4.0215253829956055,4.905453681945801,Fallen Warrior Battlefield Cross Memorial Act,0.214285714285714,Armed Forces and National Security,116,10_memorial_commemorative_national_establishment
310,-2.191642999649048,7.644893646240234,To make technical corrections to the computation of average pay under Public Law 110–279.,0.5,Congress,116,-1_sec_funds_act_provides
311,-4.647064685821533,5.521975040435791,Gateway Arch National Park Designation Act,1.0,Public Lands and Natural Resources,115,5_land_interior_tribe_national
312,11.060964584350586,7.185018062591553,"To designate the facility of the United States Postal Service located at 132 North Loudoun Street, Suite 1 in Winchester, Virginia, as the Patsy Cline Post Office.",0.6,Government Operations and Politics,117,0_postal_post_designates_located
313,-1.121024489402771,7.489125728607178,PAWS for Veterans Therapy Act,0.344,Armed Forces and National Security,117,1_va_veterans_care_veteran
314,11.556291580200195,6.577851295471191,"To designate the facility of the United States Postal Service located at 3033 203rd Street in Olympia Fields, Illinois, as the Captain Robert L. Martin Post Office.",0.722222222222222,Government Operations and Politics,116,0_postal_post_designates_located
315,10.826144218444824,6.54668664932251,"To designate the facility of the United States Postal Service located at 3585 South Vermont Avenue in Los Angeles, California, as the ""Marvin Gaye Post Office"".",0.819444444444444,Government Operations and Politics,115,0_postal_post_designates_located
316,-2.4639689922332764,9.591268539428711,COPS Counseling Act,0.7,Crime and Law Enforcement,117,9_justice_dna_elder_doj
317,-5.692802906036377,9.012272834777832,Orange Book Transparency Act of 2020,0.923076923076923,Health,117,13_drug_fda_generic_drugs
318,-0.63692706823349,7.565218925476074,To direct the Secretary of Veterans Affairs to submit to Congress a report on the use of cameras in medical facilities of the Department of Veterans Affairs.,0.333333333333333,Armed Forces and National Security,117,1_va_veterans_care_veteran
319,-2.497079610824585,8.69603443145752,Protecting America's First Responders Act of 2021,0.722222222222222,Crime and Law Enforcement,117,4_shall_faa_sec_tsa
320,-3.902757167816162,7.772961616516113,Modernizing Recreational Fisheries Management Act of 2018,0.833333333333333,Economics and Public Finance,116,2_sec_section_funds_division
321,-3.8695359230041504,7.755688190460205,"Further Extension of Continuing Appropriations Act, 2021",0.833333333333333,Economics and Public Finance,116,2_sec_section_funds_division
322,11.380707740783691,6.6133623123168945,"To designate the facility of the United States Postal Service located at 200 Israel Road Southeast in Tumwater, Washington, as the Eva G. Hewitt Post Office.",0.666666666666667,Government Operations and Politics,116,0_postal_post_designates_located
323,-3.5401835441589355,10.349447250366211,No Human Trafficking on Our Roads Act,0.5,Transportation and Public Works,115,14_trafficking_human_victims_abuse
324,-3.5296056270599365,10.346761703491211,Combating Human Trafficking in Commercial Vehicles Act,0.333333333333333,Transportation and Public Works,115,14_trafficking_human_victims_abuse
325,-1.6384226083755493,8.434252738952637,STANDUP Act of 2021,0.5625,Health,117,-1_sec_funds_act_provides
326,-0.7073728442192078,7.632263660430908,VA Prescription Data Accountability Act 2017,0.545454545454545,Armed Forces and National Security,115,1_va_veterans_care_veteran
327,-4.073419094085693,10.61671257019043,Orrin G. Hatch-Bob Goodlatte Music Modernization Act,0.28125,Commerce,115,-1_sec_funds_act_provides
328,1.3052537441253662,6.74573278427124,"To amend title 28, United States Code, to add Flagstaff and Yuma to the list of locations in which court shall be held in the judicial district for the State of Arizona.",0.5,Law,116,-1_sec_funds_act_provides
329,-3.826875686645508,8.599495887756348,Protecting Girls' Access to Education in Vulnerable Settings Act,0.888888888888889,International Affairs,116,-1_sec_funds_act_provides
330,-4.954951286315918,9.880455017089844,Hizballah International Financing Prevention Amendments Act of 2018,0.461538461538462,International Affairs,115,8_sanctions_president_hong_kong
331,-4.492134094238281,8.887043952941895,National Defense Authorization Act for Fiscal Year 2022,0.5,Armed Forces and National Security,117,-1_sec_funds_act_provides
332,-3.552926778793335,9.791285514831543,Strengthening State and Local Cyber Crime Fighting Act of 2017,0.0555555555555555,Crime and Law Enforcement,115,3_information_agency_data_shall
333,-3.567660093307495,9.782037734985352,Bob Dole Congressional Gold Medal Act,0.0555555555555555,Crime and Law Enforcement,115,3_information_agency_data_shall
334,-4.344852924346924,6.050173759460449,"Javier Vega, Jr. Memorial Act of 2017",0.5,Immigration,115,-1_sec_funds_act_provides
335,-3.9443604946136475,8.27495288848877,"Consolidated Appropriations Act, 2018",0.45,Economics and Public Finance,115,2_sec_section_funds_division
336,-3.1944169998168945,8.146110534667969,COVID-19 Bankruptcy Relief Extension Act of 2021,0.0,Law,117,12_loan_small_act_billion
